-0.0912999	-0.40968817	-0.27550068	-0.35520747	-0.02257802	-0.13212544	-0.22802891	0.20515431	0.42002591	0.332635	-0.0072295247	0.13038829	-0.33730435	0.019876868	-0.2255039	0.16988795
-0.53139395	-0.44525152	-0.020453287	-0.30115896	-0.29912704	-0.32814705	-0.75905585	0.34188554	0.48416996	0.42218125	-0.5450762	-0.15630881	-0.15761149	-0.16667442	-0.4383645	-0.023005249
0.15440145	-0.23504058	-0.26902524	-0.52801657	0.1265867	-0.011218784	0.25592744	0.16610636	0.5278918	0.5695267	0.31064445	0.07332766	-0.36444134	0.27751744	0.054305572	0.26862305
0.050371338	-0.17863432	-0.36607087	-0.34130418	0.030493204	-0.15168634	0.13334478	0.024024501	0.4013489	0.32376838	0.14216885	0.070687935	-0.22810037	0.019395333	-0.10995445	0.038914885
0.11709554	-0.26705503	-0.27412325	-0.19766761	0.056706537	-0.07659392	0.14679874	-0.09730702	0.2812888	0.05064104	0.11041151	0.032496586	-0.19964638	0.095096655	-0.09035592	0.08203431
0.4891893	-0.05990498	-0.20762844	-0.19164869	0.54165536	0.38502562	0.5695864	0.078222655	0.5964114	0.45270947	0.51295835	0.21972397	-0.51485693	0.48088655	0.53660214	0.43518716
-0.21278611	-0.30210376	0.008733476	-0.2580342	-0.15244919	-0.11228846	-0.3376964	0.21616371	0.22789942	0.3684718	-0.18695173	0.029746663	-0.15983789	0.0065465234	-0.17027588	0.090837754
-0.13036588	-0.22529937	0.019682864	-0.30440122	0.008273769	-0.014549716	-0.20146656	0.26477394	0.39334446	0.33151585	-0.10158842	0.17791183	-0.19016916	0.105927214	-0.076110564	0.16409117
0.62206244	-0.41590357	-0.20261297	0.39763525	0.6268223	0.5573461	0.48314703	0.0038798722	0.16925038	-0.32538947	0.5381845	0.2047179	-0.6032589	0.5486141	0.115499035	0.5229485
-0.08691362	-0.13870938	-0.052583706	-0.4391316	0.00910903	-0.099534005	-0.098540075	0.27224317	0.49547657	0.48034105	0.019763391	0.08333893	-0.16475934	0.022499638	0.023445014	0.10357265
-0.42637724	0.20837764	0.6351702	-0.2089251	0.16722465	-0.17870492	-0.7058387	0.62180376	0.5676784	0.2792172	-0.44375733	0.5207256	0.086299546	-0.13749602	0.43415117	-0.15288043
0.021836793	-0.5875465	0.41979775	0.40959862	0.44260076	0.5028502	-0.54194146	0.5602713	0.40429422	-0.5260457	-0.08807621	0.37575844	-0.4871592	0.32929158	-0.16696222	0.4137366
0.36456382	-0.4514849	-0.3099629	0.17217408	0.29694605	0.19776255	0.32516527	-0.17319103	-0.1522684	-0.45488784	0.3686991	0.106410556	-0.26774007	0.1965151	-0.07570704	0.18808143
-0.22199255	-0.45903075	-0.2635811	-0.25210354	-0.21695295	-0.15244842	-0.28511494	0.023447612	0.21098596	0.36697385	-0.22604455	-0.33506507	-0.23966171	-0.037217654	-0.49046084	0.1268251
-0.45614028	-0.50521046	-0.43947947	-0.4595071	-0.59518427	-0.538267	-0.31738177	-0.4745865	-0.14791226	0.44389182	-0.4193856	-0.53800356	0.2933035	-0.5061153	-0.5580668	-0.36217326
-0.5057351	-0.6461105	-0.019654032	-0.11388794	-0.258936	-0.14498936	-0.75646055	0.09135567	0.2382663	0.072517015	-0.5662489	-0.41697562	-0.14982525	-0.089012206	-0.65682566	0.03334684
-0.076212496	-0.829471	-0.33833453	-0.022752846	-0.15909618	-0.05197211	-0.25751355	-0.24851888	-0.16000721	-0.057896826	-0.19189553	-0.43172854	-0.18061185	-0.02465571	-0.67724323	0.19113095
-0.072597176	-0.47008955	-0.47772598	-0.4182502	-0.31780502	-0.22802459	-0.046049703	-0.28416473	-0.006188332	0.42107624	-0.07173072	-0.4425783	-0.06878093	-0.07427912	-0.45902053	0.038551923
0.2917286	0.3667601	-0.8414323	-1.2258816	-0.42421323	-0.45821673	0.8119735	-0.39520854	0.46226195	1.2122581	0.5704023	-0.11328061	-0.007192517	0.11733915	0.5702882	0.12170719
0.02282698	-0.031709183	-0.13298467	-0.048900567	0.09939335	-0.12703106	0.010851384	0.20203298	0.39229798	-0.07497026	0.00601104	0.30708495	0.062778324	-0.18907899	0.20048118	-0.090252146
-0.038593218	-0.007464705	-0.024928628	-0.10112431	0.18586482	-0.1109523	-0.10525199	0.39064014	0.49509245	0.07296801	0.0610682	0.4634369	-0.12431874	-0.08485263	0.2682989	-0.025883779
